,0
5797,11
5798,18
5799,18
5800,11
5801,18
5802,18
5803,9
5804,9
5805,18
5806,9
5807,11
5808,9
5809,18
5810,18
5811,11
5812,18
5813,18
5814,17
5815,9
5816,18
5817,18
5818,18
5819,9
5820,9
5821,9
5822,18
5823,18
5824,18
5825,9
5826,11
5827,18
5828,18
5829,18
5830,18
5831,18
5832,5
5833,18
5834,9
5835,11
5836,18
5837,18
5838,11
5839,18
5840,18
5841,18
5842,18
5843,18
5844,11
5845,9
5846,18
5847,18
5848,18
5849,9
5850,18
5851,9
5852,18
5853,18
5854,18
5855,18
5856,18
5857,18
5858,18
5859,18
5860,18
5861,11
5862,9
5863,18
5864,18
5865,9
5866,18
5867,18
5868,18
5869,18
5870,18
5871,18
5872,18
5873,17
5874,18
5875,18
5876,18
5877,18
5878,18
5879,11
5880,18
5881,11
5882,18
5883,18
5884,18
5885,18
5886,18
5887,11
5888,18
5889,9
5890,18
5891,18
5892,18
5893,9
5894,11
5895,18
5896,9
5897,18
5898,18
5899,18
5900,18
5901,11
5902,18
5903,18
5904,18
5905,9
5906,9
5907,9
5908,18
5909,18
5910,18
5911,18
5912,18
5913,11
5914,11
5915,18
5916,18
5917,18
5918,9
5919,9
5920,18
5921,11
5922,18
5923,18
5924,18
5925,18
5926,11
5927,11
5928,9
5929,11
5930,9
5931,18
5932,18
5933,18
5934,11
5935,18
5936,18
5937,11
5938,11
5939,18
5940,11
5941,18
5942,9
5943,18
5944,18
5945,11
5946,11
5947,9
5948,11
5949,9
5950,18
5951,11
5952,11
5953,11
5954,11
5955,18
5956,18
5957,9
5958,18
5959,18
5960,11
5961,9
5962,9
5963,18
5964,18
5965,18
5966,10
5967,18
5968,11
5969,18
5970,18
5971,18
5972,18
5973,9
5974,18
5975,18
5976,11
5977,11
5978,9
5979,18
5980,18
5981,18
5982,18
5983,9
5984,11
5985,18
5986,18
5987,9
5988,11
5989,18
5990,18
5991,18
5992,18
5993,11
5994,18
5995,18
5996,9
5997,9
5998,9
5999,18
6000,18
6001,18
6002,11
6003,18
6004,9
6005,18
6006,18
6007,18
6008,18
6009,18
6010,9
6011,9
6012,18
6013,18
6014,18
6015,9
6016,18
6017,18
6018,9
6019,18
6020,18
6021,18
6022,18
6023,18
6024,18
6025,9
6026,18
6027,18
6028,18
6029,18
6030,11
6031,18
6032,9
6033,9
6034,18
6035,18
6036,18
6037,18
6038,18
6039,18
6040,9
6041,18
6042,18
6043,18
6044,18
6045,11
6046,18
6047,18
6048,9
6049,18
6050,9
6051,9
6052,18
6053,11
6054,18
6055,9
6056,11
6057,18
6058,9
6059,9
6060,11
6061,18
6062,18
6063,18
6064,18
6065,18
6066,18
6067,18
6068,9
6069,11
6070,11
6071,18
6072,18
6073,18
6074,11
6075,18
6076,18
6077,18
6078,11
6079,18
6080,18
6081,18
6082,18
6083,9
6084,18
6085,18
6086,11
6087,18
6088,18
6089,18
6090,9
6091,11
6092,18
6093,18
6094,18
6095,18
6096,18
6097,18
6098,9
6099,9
6100,18
6101,11
6102,18
6103,18
6104,9
6105,18
6106,11
6107,9
6108,18
6109,18
6110,18
6111,5
6112,18
6113,11
6114,18
6115,18
6116,18
6117,18
6118,9
6119,18
6120,18
6121,18
6122,18
6123,9
6124,9
6125,18
6126,11
6127,9
6128,9
6129,18
6130,18
6131,18
6132,18
6133,18
6134,18
6135,18
6136,18
6137,9
6138,18
6139,18
6140,18
6141,11
6142,11
6143,11
6144,9
6145,9
6146,11
6147,11
6148,9
6149,11
6150,11
6151,18
6152,18
6153,9
6154,9
6155,11
6156,18
6157,11
6158,18
6159,18
6160,9
6161,18
6162,9
6163,18
6164,18
6165,9
6166,9
6167,18
6168,18
6169,9
6170,18
6171,9
6172,18
6173,18
6174,9
6175,9
6176,18
6177,18
6178,18
6179,11
6180,9
6181,9
6182,18
6183,11
6184,18
6185,9
6186,11
6187,18
6188,18
6189,18
6190,18
6191,9
6192,18
6193,9
6194,18
6195,18
6196,11
6197,9
6198,18
6199,9
6200,18
6201,18
6202,11
6203,11
6204,18
6205,18
6206,18
6207,18
6208,11
6209,18
6210,18
6211,9
6212,11
6213,18
6214,18
6215,18
6216,18
6217,18
6218,11
6219,18
6220,11
6221,18
6222,11
6223,11
6224,18
6225,15
6226,9
6227,18
6228,18
6229,18
6230,9
6231,18
6232,9
6233,18
6234,18
6235,18
6236,18
6237,11
6238,9
6239,11
6240,18
6241,18
6242,18
6243,11
6244,18
6245,18
6246,18
6247,18
6248,18
6249,11
6250,18
6251,10
6252,11
6253,9
6254,9
6255,18
6256,18
6257,11
6258,15
6259,9
6260,18
6261,11
6262,18
6263,9
6264,18
6265,18
6266,18
6267,18
6268,9
6269,18
6270,9
6271,18
6272,18
6273,11
6274,18
6275,9
6276,18
6277,18
6278,18
6279,11
6280,18
6281,11
6282,18
6283,9
6284,11
6285,18
6286,18
6287,18
6288,11
6289,9
6290,18
6291,11
6292,11
6293,18
6294,18
6295,9
6296,18
6297,18
6298,18
6299,18
6300,18
6301,18
6302,17
6303,18
6304,11
6305,18
6306,18
6307,18
6308,9
6309,18
6310,11
6311,18
6312,18
6313,9
6314,18
6315,9
6316,18
6317,9
6318,18
6319,18
6320,18
6321,18
6322,11
6323,18
6324,18
6325,18
6326,11
6327,9
6328,18
6329,18
6330,9
6331,18
6332,18
6333,9
6334,18
6335,9
6336,18
6337,18
6338,9
6339,18
6340,18
6341,18
6342,9
6343,18
6344,18
6345,9
6346,18
6347,9
6348,18
6349,18
6350,18
6351,18
6352,5
6353,11
6354,9
6355,11
6356,11
6357,11
6358,9
6359,18
6360,9
6361,18
6362,11
6363,18
6364,18
6365,18
6366,9
6367,9
6368,9
6369,18
6370,18
6371,11
6372,18
6373,18
6374,18
6375,11
6376,18
6377,9
6378,11
6379,9
6380,9
6381,18
6382,18
6383,18
6384,18
6385,9
6386,18
6387,18
6388,18
6389,18
6390,18
6391,11
6392,18
6393,9
6394,18
6395,18
6396,9
6397,18
6398,9
6399,18
6400,18
6401,18
6402,18
6403,11
6404,9
6405,9
6406,18
6407,18
6408,9
6409,11
6410,9
6411,18
6412,9
6413,18
6414,11
6415,11
6416,9
6417,18
6418,18
6419,18
6420,18
6421,9
6422,18
6423,18
6424,18
6425,11
6426,18
6427,18
6428,18
6429,9
6430,11
6431,18
6432,11
6433,11
6434,18
6435,18
6436,18
6437,18
6438,11
6439,11
6440,9
6441,9
6442,18
6443,9
6444,18
6445,18
6446,9
6447,18
6448,18
6449,18
6450,9
6451,18
6452,9
6453,18
6454,18
6455,11
6456,9
6457,18
6458,18
6459,11
6460,11
6461,18
6462,18
6463,9
6464,18
6465,11
6466,11
6467,18
6468,11
6469,18
6470,18
6471,18
6472,11
6473,18
6474,18
6475,18
6476,9
6477,9
6478,17
6479,9
6480,11
6481,9
6482,9
6483,18
6484,18
6485,9
6486,11
6487,18
6488,18
6489,18
6490,18
6491,18
6492,9
6493,11
6494,18
6495,18
6496,11
6497,11
6498,18
6499,11
6500,9
6501,9
6502,18
6503,18
6504,18
6505,18
6506,18
6507,9
6508,9
6509,9
6510,18
6511,18
6512,18
6513,9
6514,18
6515,17
6516,9
6517,9
6518,18
6519,18
6520,18
6521,18
6522,11
6523,18
6524,18
6525,11
6526,18
6527,11
6528,18
6529,9
6530,11
6531,9
6532,9
6533,9
6534,18
6535,18
6536,18
6537,18
6538,18
6539,9
6540,11
6541,18
6542,18
6543,18
6544,18
6545,18
6546,9
6547,9
6548,11
6549,11
6550,18
6551,18
6552,9
6553,18
6554,18
6555,9
6556,11
6557,18
6558,5
6559,18
6560,18
6561,11
6562,18
6563,18
6564,18
6565,18
6566,9
6567,9
6568,11
6569,18
6570,18
6571,18
6572,18
6573,9
6574,18
6575,18
6576,18
6577,18
6578,18
6579,18
6580,18
6581,18
6582,18
6583,11
6584,11
6585,18
6586,9
6587,18
6588,11
6589,9
6590,9
6591,18
6592,18
6593,18
6594,18
6595,11
6596,18
6597,11
6598,9
6599,9
6600,9
6601,18
6602,18
6603,18
6604,18
6605,18
6606,11
6607,18
6608,18
6609,18
6610,11
6611,11
6612,11
6613,18
6614,9
6615,18
6616,11
6617,18
6618,9
6619,11
6620,18
6621,18
6622,18
6623,9
6624,18
6625,18
6626,18
6627,9
6628,11
6629,18
6630,11
6631,18
6632,18
6633,18
6634,9
6635,18
6636,9
6637,11
6638,18
6639,11
6640,18
6641,9
6642,11
6643,18
6644,11
6645,18
6646,9
6647,9
6648,18
6649,18
6650,9
6651,18
6652,18
6653,9
6654,18
6655,11
6656,18
6657,11
6658,18
6659,9
6660,18
6661,18
6662,18
6663,11
6664,11
6665,18
6666,18
6667,11
6668,9
6669,18
6670,18
6671,9
6672,9
6673,9
6674,18
6675,18
6676,18
6677,9
6678,9
6679,11
6680,18
6681,18
6682,11
6683,18
6684,9
6685,18
6686,9
6687,9
6688,18
6689,11
6690,18
6691,18
6692,18
6693,9
6694,18
6695,9
6696,18
6697,18
6698,11
6699,18
6700,9
6701,18
6702,18
6703,18
6704,11
6705,11
6706,18
6707,9
6708,9
6709,18
6710,18
6711,18
6712,18
6713,9
6714,11
6715,11
6716,18
6717,18
6718,9
6719,18
6720,18
6721,9
6722,18
6723,18
6724,18
6725,18
6726,18
6727,9
6728,18
6729,18
6730,11
6731,11
6732,18
6733,18
6734,18
6735,18
6736,9
6737,9
6738,18
6739,18
6740,9
6741,9
6742,9
6743,18
6744,18
6745,18
6746,18
6747,18
6748,9
6749,18
6750,18
6751,18
6752,18
6753,11
6754,9
6755,18
6756,9
6757,11
6758,18
6759,5
6760,18
6761,18
6762,9
6763,9
6764,11
6765,18
6766,9
6767,9
6768,18
6769,11
6770,18
6771,11
6772,18
6773,9
6774,18
6775,18
6776,9
6777,9
6778,18
6779,18
6780,9
6781,9
6782,9
6783,18
6784,9
6785,18
6786,18
6787,11
6788,18
6789,18
6790,11
6791,18
6792,18
6793,18
6794,18
6795,18
6796,18
6797,18
6798,11
6799,18
6800,11
6801,9
6802,18
6803,9
6804,11
6805,18
6806,18
6807,18
6808,18
6809,11
6810,9
6811,18
6812,18
6813,18
6814,11
6815,9
6816,18
6817,9
6818,18
6819,18
6820,9
6821,9
6822,11
6823,18
6824,18
6825,18
6826,18
6827,11
6828,11
6829,18
6830,18
6831,18
6832,9
6833,9
6834,18
6835,11
6836,18
6837,11
6838,18
6839,9
6840,9
6841,9
6842,18
6843,18
6844,18
6845,18
6846,18
6847,5
6848,18
6849,9
6850,18
6851,11
6852,9
6853,18
6854,18
6855,18
6856,18
6857,18
6858,11
6859,18
6860,11
6861,9
6862,18
6863,18
6864,18
6865,11
6866,9
6867,9
6868,11
6869,9
6870,9
6871,18
6872,9
6873,11
6874,11
6875,9
6876,11
6877,18
6878,18
6879,18
6880,9
6881,18
6882,9
6883,18
6884,18
6885,18
6886,18
6887,18
6888,11
6889,18
6890,11
6891,11
6892,18
6893,9
6894,11
6895,18
6896,11
6897,9
6898,18
6899,11
6900,18
6901,18
6902,18
6903,18
6904,9
6905,11
6906,18
6907,18
6908,18
6909,18
6910,9
6911,9
6912,18
6913,18
6914,18
6915,9
6916,18
6917,11
6918,18
6919,11
6920,18
6921,18
6922,18
6923,18
6924,9
6925,18
6926,11
6927,18
6928,11
6929,9
6930,9
6931,18
6932,18
6933,11
6934,11
6935,9
6936,18
6937,9
6938,18
6939,11
6940,11
6941,18
6942,18
6943,18
6944,18
6945,18
6946,9
6947,18
6948,18
6949,18
6950,18
6951,18
6952,11
6953,18
6954,9
6955,11
6956,18
6957,18
6958,18
6959,9
6960,18
6961,18
6962,11
6963,11
6964,18
6965,18
6966,18
6967,9
6968,18
6969,11
6970,18
6971,9
6972,18
6973,18
6974,9
6975,18
6976,18
6977,11
6978,18
6979,17
6980,18
6981,11
6982,9
6983,9
6984,9
6985,18
6986,18
6987,11
6988,9
6989,18
6990,11
6991,18
6992,9
6993,18
6994,18
6995,18
6996,18
6997,18
6998,9
6999,18
7000,18
7001,11
7002,18
7003,11
7004,18
7005,18
7006,18
7007,18
7008,18
7009,9
7010,18
7011,18
7012,11
7013,18
7014,18
7015,18
7016,11
7017,18
7018,18
7019,18
7020,9
7021,9
7022,11
7023,11
7024,18
7025,9
7026,18
7027,18
7028,18
7029,18
7030,9
7031,9
7032,11
7033,9
7034,18
7035,9
7036,11
7037,18
7038,9
7039,11
7040,18
7041,18
7042,18
7043,11
7044,11
7045,11
7046,18
7047,18
7048,9
7049,11
7050,9
7051,18
7052,9
7053,11
7054,18
7055,18
7056,11
7057,18
7058,18
7059,18
7060,9
7061,18
7062,18
7063,11
7064,18
7065,9
7066,18
7067,9
7068,18
7069,18
7070,11
7071,18
7072,18
7073,9
7074,18
7075,11
7076,18
7077,18
7078,11
7079,9
7080,5
7081,18
7082,11
7083,18
7084,9
7085,18
7086,18
7087,18
7088,18
7089,9
7090,18
7091,18
7092,18
7093,11
7094,9
7095,9
7096,18
7097,18
7098,9
7099,18
7100,11
7101,18
7102,18
7103,11
7104,18
7105,18
7106,18
7107,18
7108,11
7109,18
7110,11
7111,18
7112,11
7113,18
7114,18
7115,18
7116,18
7117,18
7118,11
7119,9
7120,18
7121,9
7122,18
7123,18
7124,18
7125,9
7126,11
7127,18
7128,9
7129,11
7130,18
7131,18
7132,9
7133,18
7134,18
7135,18
7136,18
7137,18
7138,11
7139,18
7140,18
7141,18
7142,9
7143,9
7144,11
7145,18
7146,18
7147,18
7148,18
7149,18
7150,9
7151,18
7152,18
7153,18
7154,18
7155,9
7156,18
7157,18
7158,18
7159,18
7160,18
7161,18
7162,18
7163,9
7164,11
7165,11
7166,18
7167,9
7168,18
7169,9
7170,18
7171,9
7172,9
7173,18
7174,9
7175,18
7176,18
7177,18
7178,9
7179,9
7180,18
7181,18
7182,11
7183,18
7184,18
7185,18
7186,11
7187,18
7188,11
7189,18
7190,9
7191,18
7192,18
7193,18
7194,18
7195,18
7196,18
7197,18
7198,11
7199,11
7200,18
7201,18
7202,11
7203,11
7204,18
7205,9
7206,18
7207,18
7208,18
7209,18
7210,9
7211,11
7212,18
7213,9
7214,9
7215,18
7216,11
7217,18
7218,18
7219,18
7220,18
7221,9
7222,18
7223,9
7224,18
7225,9
7226,9
7227,18
7228,18
7229,18
7230,18
7231,11
7232,18
7233,18
7234,18
7235,11
7236,9
7237,18
7238,9
7239,18
7240,17
7241,9
7242,18
7243,11
7244,18
7245,9
7246,18
7247,18
7248,18
7249,18
7250,11
7251,11
7252,18
7253,11
7254,9
7255,11
7256,18
7257,18
7258,18
7259,18
7260,9
7261,9
7262,18
7263,9
7264,18
7265,18
7266,9
7267,18
7268,18
7269,18
7270,11
7271,18
7272,18
7273,9
7274,18
7275,18
7276,9
7277,11
7278,11
7279,11
7280,18
7281,9
7282,18
7283,18
7284,18
7285,9
7286,11
7287,11
7288,11
7289,18
7290,18
7291,9
7292,18
7293,11
7294,9
7295,18
7296,18
7297,11
7298,18
7299,18
7300,18
7301,18
7302,11
7303,9
7304,18
7305,18
7306,18
7307,18
7308,18
7309,5
7310,18
7311,18
7312,18
7313,9
7314,9
7315,18
7316,9
7317,18
7318,18
7319,11
7320,11
7321,11
7322,11
7323,18
7324,18
7325,11
7326,18
7327,18
7328,18
7329,18
7330,18
7331,18
7332,9
7333,11
7334,18
7335,9
7336,18
7337,9
7338,18
7339,9
7340,18
7341,18
7342,9
7343,9
7344,18
7345,11
7346,11
7347,18
7348,18
7349,18
7350,18
7351,9
7352,18
7353,18
7354,9
7355,17
7356,18
7357,18
7358,11
7359,18
7360,18
7361,18
7362,18
7363,9
7364,18
7365,18
7366,11
7367,18
7368,18
7369,9
7370,18
7371,11
7372,18
7373,18
7374,9
7375,18
7376,18
7377,11
7378,9
7379,18
7380,18
7381,18
7382,9
7383,18
7384,18
7385,18
7386,18
7387,18
7388,9
7389,18
7390,18
7391,18
7392,18
7393,9
7394,9
7395,18
7396,9
7397,18
7398,18
7399,18
7400,18
7401,9
7402,9
7403,9
7404,18
7405,9
7406,11
7407,18
7408,9
7409,9
7410,18
7411,9
7412,18
7413,18
7414,18
7415,9
7416,9
7417,9
7418,18
7419,18
7420,9
7421,18
7422,21
7423,9
7424,9
7425,18
7426,11
7427,11
7428,18
7429,18
7430,9
7431,11
7432,18
7433,18
7434,18
7435,18
7436,9
7437,9
7438,18
7439,18
7440,11
7441,18
7442,9
7443,18
7444,18
7445,18
7446,18
7447,11
7448,18
7449,18
7450,9
7451,18
7452,9
7453,9
7454,9
7455,18
7456,18
7457,18
7458,18
7459,18
7460,11
7461,11
7462,18
7463,9
7464,18
7465,11
7466,18
7467,9
7468,18
7469,18
7470,9
7471,11
7472,18
7473,18
7474,9
7475,18
7476,11
7477,18
7478,18
7479,18
7480,9
7481,11
7482,18
7483,9
7484,18
7485,18
7486,18
7487,9
7488,18
7489,18
7490,18
7491,18
7492,9
7493,18
7494,11
7495,9
7496,11
7497,9
7498,18
7499,18
7500,18
7501,9
7502,18
7503,18
7504,18
7505,18
7506,9
7507,18
7508,9
7509,11
7510,18
7511,18
7512,18
7513,11
7514,18
7515,18
7516,18
7517,18
7518,18
7519,18
7520,18
7521,11
7522,11
7523,18
7524,18
7525,11
7526,18
7527,18
7528,18
7529,9
7530,18
7531,18
7532,18
7533,11
7534,18
7535,11
7536,18
7537,11
7538,9
7539,18
7540,18
7541,11
7542,18
7543,18
7544,11
7545,18
7546,18
7547,18
7548,18
7549,18
7550,9
7551,18
7552,18
7553,18
7554,18
7555,18
7556,11
7557,9
7558,18
7559,18
7560,9
7561,18
7562,18
7563,18
7564,18
7565,18
7566,18
7567,18
7568,9
7569,9
7570,9
7571,11
7572,18
7573,18
7574,18
7575,18
7576,9
7577,18
7578,11
7579,18
7580,9
7581,11
7582,11
7583,18
7584,11
7585,18
7586,9
7587,18
7588,18
7589,18
7590,9
7591,18
7592,18
7593,11
7594,11
7595,9
7596,18
7597,18
7598,18
7599,18
7600,9
7601,18
7602,18
7603,18
7604,18
7605,11
7606,18
7607,18
7608,18
7609,18
7610,11
7611,11
7612,18
7613,11
7614,18
7615,18
7616,9
7617,18
7618,9
7619,18
7620,18
7621,18
7622,9
7623,11
7624,9
7625,11
7626,11
7627,18
7628,18
7629,11
7630,18
7631,18
7632,9
7633,11
7634,18
7635,18
7636,18
7637,18
7638,11
7639,18
7640,18
7641,18
7642,18
7643,18
7644,18
7645,11
7646,18
7647,18
7648,9
7649,9
7650,11
7651,18
7652,9
7653,9
7654,9
7655,11
7656,18
7657,18
7658,9
7659,18
7660,18
7661,11
7662,11
7663,11
7664,9
7665,18
7666,18
7667,18
7668,9
7669,11
7670,18
7671,18
7672,18
7673,11
7674,9
7675,9
7676,9
7677,11
7678,11
7679,18
7680,18
7681,18
7682,9
7683,9
7684,18
7685,18
7686,9
7687,9
7688,9
7689,18
7690,18
7691,18
7692,18
7693,11
7694,18
7695,18
7696,18
7697,9
7698,18
7699,18
7700,11
7701,18
7702,18
7703,18
7704,9
7705,11
7706,18
7707,18
7708,18
7709,11
7710,18
7711,18
7712,18
7713,18
7714,18
7715,9
7716,9
7717,18
7718,9
7719,18
7720,9
7721,18
7722,11
7723,18
7724,9
7725,18
7726,18
7727,18
7728,18
7729,9
7730,18
7731,18
7732,11
7733,11
7734,9
7735,11
7736,18
7737,11
7738,9
7739,9
7740,11
7741,18
7742,18
7743,18
7744,18
7745,9
7746,9
7747,9
7748,9
7749,18
7750,9
7751,18
7752,18
7753,18
7754,18
7755,11
7756,18
7757,18
7758,18
7759,9
7760,18
7761,11
7762,18
7763,9
7764,11
7765,9
7766,11
7767,18
7768,18
7769,18
7770,11
7771,18
7772,18
7773,18
7774,9
7775,11
7776,18
7777,11
7778,18
7779,18
7780,18
7781,18
7782,18
7783,18
7784,18
7785,11
7786,18
7787,18
7788,18
7789,18
7790,11
7791,18
7792,9
7793,18
7794,11
7795,18
7796,18
7797,9
7798,18
7799,18
7800,9
7801,18
7802,9
7803,11
7804,18
7805,18
7806,18
7807,18
7808,18
7809,18
7810,9
7811,9
7812,18
7813,9
7814,11
7815,11
7816,18
7817,18
7818,18
7819,11
7820,11
7821,18
7822,11
7823,18
7824,18
7825,18
7826,18
7827,18
7828,11
7829,18
7830,18
7831,18
7832,18
7833,18
7834,9
7835,11
7836,11
7837,18
7838,9
7839,18
7840,9
7841,18
7842,9
7843,18
7844,18
7845,18
7846,18
7847,18
7848,9
7849,18
7850,18
7851,9
7852,18
7853,18
7854,18
7855,9
7856,11
7857,18
7858,18
7859,11
7860,18
7861,18
7862,18
7863,11
7864,18
7865,18
7866,18
7867,18
7868,18
7869,18
7870,11
7871,18
7872,18
7873,9
7874,9
7875,9
7876,11
7877,18
7878,18
7879,18
7880,18
7881,9
7882,11
7883,11
7884,18
7885,9
7886,18
7887,9
7888,11
7889,18
7890,18
7891,9
7892,18
7893,11
7894,18
7895,9
7896,18
7897,18
7898,11
7899,9
7900,18
7901,11
7902,18
7903,18
7904,9
7905,9
7906,18
7907,9
7908,18
7909,9
7910,9
7911,18
7912,18
7913,9
7914,18
7915,18
7916,9
7917,18
7918,18
7919,11
7920,11
7921,11
7922,18
7923,18
7924,9
7925,9
7926,9
7927,18
7928,18
7929,11
7930,18
7931,18
7932,9
7933,18
7934,18
7935,18
7936,18
7937,11
7938,18
7939,18
7940,18
7941,18
7942,18
7943,11
7944,9
7945,18
7946,18
7947,11
7948,18
7949,18
7950,18
7951,18
7952,11
7953,18
7954,18
7955,18
7956,18
7957,18
7958,18
7959,18
7960,18
7961,18
7962,18
7963,11
7964,18
7965,9
7966,11
7967,11
7968,9
7969,9
7970,18
7971,18
7972,18
7973,9
7974,9
7975,18
7976,11
7977,18
7978,18
7979,18
7980,18
7981,18
7982,18
7983,18
7984,18
7985,18
7986,9
7987,18
7988,9
7989,18
7990,18
7991,9
7992,11
7993,18
7994,18
7995,9
7996,18
7997,18
7998,11
7999,18
8000,18
8001,18
8002,18
8003,9
8004,9
8005,11
8006,9
8007,18
8008,18
8009,18
8010,18
8011,18
8012,11
8013,9
8014,18
8015,18
8016,18
8017,18
8018,18
8019,9
8020,9
8021,11
8022,11
8023,9
8024,11
8025,9
8026,18
8027,11
8028,18
8029,18
8030,18
8031,18
8032,18
8033,11
8034,9
8035,9
8036,9
8037,9
8038,18
8039,18
8040,18
8041,11
8042,18
8043,18
8044,18
8045,9
8046,18
8047,18
8048,11
8049,11
8050,9
8051,18
8052,9
8053,18
8054,18
8055,18
8056,9
8057,9
8058,18
8059,18
8060,18
8061,9
8062,18
8063,11
8064,11
8065,18
8066,18
8067,18
8068,11
8069,11
8070,18
8071,18
8072,18
8073,9
8074,18
8075,18
8076,18
8077,11
8078,18
8079,18
8080,11
8081,18
8082,18
8083,11
8084,18
8085,18
8086,11
8087,9
8088,18
8089,9
8090,18
8091,18
8092,11
8093,18
8094,18
8095,9
8096,18
8097,9
8098,18
8099,18
8100,18
8101,9
8102,11
8103,11
8104,18
8105,11
8106,18
8107,18
8108,18
8109,18
8110,11
8111,11
8112,9
8113,18
8114,18
8115,18
8116,18
8117,18
8118,9
8119,18
8120,18
8121,11
8122,18
8123,18
8124,9
8125,18
8126,18
8127,11
8128,9
8129,18
8130,18
8131,9
8132,18
8133,18
8134,11
8135,18
8136,9
8137,18
8138,11
8139,18
8140,11
8141,18
8142,11
8143,9
8144,20
8145,9
8146,11
8147,18
8148,18
8149,18
8150,11
8151,11
8152,18
8153,9
8154,18
8155,11
8156,18
8157,11
8158,18
8159,9
8160,9
8161,18
8162,18
8163,11
8164,18
8165,18
8166,9
8167,11
8168,11
8169,9
8170,9
8171,11
8172,11
8173,18
8174,18
8175,18
8176,11
8177,11
8178,18
8179,18
8180,18
8181,18
8182,11
8183,18
8184,11
8185,9
8186,9
8187,18
8188,18
8189,9
8190,18
8191,18
8192,18
8193,18
8194,18
8195,18
8196,18
8197,18
8198,18
8199,11
8200,18
8201,18
8202,18
8203,18
8204,18
8205,18
8206,9
8207,11
8208,9
8209,11
8210,9
8211,9
8212,9
8213,18
8214,18
8215,18
8216,9
8217,18
8218,18
8219,18
8220,18
8221,18
8222,18
8223,18
8224,11
8225,18
8226,18
8227,18
8228,11
8229,11
8230,18
8231,18
8232,9
8233,18
8234,18
8235,18
8236,18
8237,18
8238,9
8239,9
8240,9
8241,18
8242,18
8243,9
8244,11
8245,18
8246,11
8247,9
8248,18
8249,18
8250,18
8251,18
8252,18
8253,18
8254,11
8255,18
8256,18
8257,18
8258,18
8259,18
8260,9
8261,18
8262,18
8263,11
8264,11
8265,18
8266,18
8267,18
8268,18
8269,9
8270,11
8271,18
8272,18
8273,18
8274,9
8275,9
8276,18
8277,18
8278,9
8279,11
8280,11
8281,18
8282,18
8283,18
8284,11
8285,5
8286,18
8287,9
8288,18
8289,9
8290,18
8291,11
8292,18
8293,18
8294,18
8295,11
8296,18
8297,11
8298,18
8299,18
8300,18
8301,18
8302,18
8303,18
8304,9
8305,11
8306,18
8307,11
8308,11
8309,11
8310,18
8311,9
8312,9
8313,9
8314,18
8315,11
8316,18
8317,11
8318,11
8319,18
8320,18
8321,18
8322,18
8323,18
8324,18
8325,18
8326,18
8327,9
8328,9
8329,11
8330,11
8331,18
8332,18
8333,18
8334,9
8335,18
8336,11
8337,18
8338,17
8339,18
8340,18
8341,11
8342,9
8343,18
8344,18
8345,18
8346,18
8347,18
8348,9
8349,18
8350,18
8351,18
8352,18
8353,18
8354,18
8355,9
8356,11
8357,18
8358,18
8359,18
8360,18
8361,18
8362,9
8363,18
8364,18
8365,9
8366,18
8367,11
8368,18
8369,18
8370,9
8371,18
8372,18
8373,9
8374,18
8375,18
8376,18
8377,18
8378,18
8379,18
8380,18
8381,9
8382,18
8383,18
8384,9
8385,18
8386,18
8387,18
8388,18
8389,18
8390,18
8391,11
8392,18
8393,11
8394,18
8395,18
8396,11
8397,18
8398,9
8399,11
8400,18
8401,9
8402,9
8403,18
8404,18
8405,18
8406,9
8407,11
8408,11
8409,18
8410,9
8411,18
8412,18
8413,9
8414,17
8415,11
8416,18
8417,9
8418,9
8419,18
8420,18
8421,18
8422,18
8423,18
8424,9
8425,18
8426,18
8427,9
8428,9
8429,9
8430,15
8431,11
8432,11
8433,9
8434,18
8435,18
8436,11
8437,18
8438,9
8439,18
8440,11
8441,18
8442,9
8443,9
8444,18
8445,18
8446,18
8447,18
8448,11
8449,11
8450,18
8451,18
8452,18
8453,18
8454,9
8455,18
8456,9
8457,11
8458,9
8459,18
8460,11
8461,18
8462,18
8463,9
8464,18
8465,18
8466,11
8467,18
8468,18
8469,11
8470,18
8471,18
8472,18
8473,11
8474,11
8475,18
8476,18
8477,18
8478,18
8479,18
8480,18
8481,18
8482,11
8483,18
8484,18
8485,11
8486,18
8487,18
8488,11
8489,11
8490,9
8491,18
8492,17
8493,11
8494,18
8495,18
8496,18
8497,11
8498,18
8499,11
8500,18
8501,18
8502,18
8503,9
8504,18
8505,18
8506,11
8507,9
8508,9
8509,18
8510,9
8511,9
8512,18
8513,18
8514,9
8515,18
8516,18
8517,9
8518,18
8519,18
8520,18
8521,9
8522,18
8523,18
8524,18
8525,9
8526,9
8527,18
8528,18
8529,9
8530,18
8531,11
8532,11
8533,18
8534,11
8535,11
8536,9
8537,18
8538,9
8539,9
8540,18
8541,18
8542,18
8543,18
8544,9
8545,18
8546,11
8547,11
8548,18
8549,18
8550,18
8551,9
8552,9
8553,11
8554,9
8555,18
8556,18
8557,18
8558,9
8559,9
8560,11
8561,9
8562,18
8563,11
8564,9
8565,9
8566,9
8567,18
8568,9
8569,18
8570,9
8571,18
8572,18
8573,18
8574,9
8575,18
8576,18
8577,18
8578,11
8579,11
8580,18
8581,9
8582,11
8583,18
8584,9
8585,18
8586,17
8587,18
8588,18
8589,18
8590,9
8591,18
8592,18
8593,11
8594,18
8595,18
